,INSTANCE,EDGE_DENSITY,AVG_DEGREE,BURNING_NODES,BURNING_EDGES,NODES_IN_DANGER,HEURISTIC,RESULT
29,instances/GBRL/1000_r0.05_0_geom_7.gin,0.002944944944944945,0.006006006006006006,0.944,0.0027827827827827827,0.89,LDEG,0.963
30,instances/GBRL/1000_r0.05_0_geom_7.gin,0.0028768768768768767,0.005652711535064477,0.953,0.002780780780780781,0.895,GDEG,0.963
31,instances/GBRL/1000_r0.05_0_geom_7.gin,0.0028328328328328326,0.0044488933377822264,0.96,0.002792792792792793,0.897,LDEG,0.963
32,instances/GBRL/1000_r0.05_0_geom_7.gin,0.0028148148148148147,0.0033366700033366703,0.962,0.002794794794794795,0.898,LDEG,0.963
33,instances/GBRL/1000_r0.05_0_geom_7.gin,0.0028028028028028026,0.003003003003003003,0.963,0.002790790790790791,0.896,GDEG,0.963
0,instances/GBRL/50_ep0.2_0_gilbert_6.in,0.19918367346938776,0.19866722199083714,0.02,0.004489795918367347,0.22,LDEG,0.94
1,instances/GBRL/50_ep0.2_0_gilbert_6.in,0.17714285714285713,0.1836734693877551,0.22,0.037551020408163265,0.86,GDEG,0.94
2,instances/GBRL/50_ep0.2_0_gilbert_6.in,0.10857142857142857,0.12244897959183673,0.88,0.09877551020408164,0.92,GDEG,0.94
3,instances/GBRL/50_ep0.2_0_gilbert_6.in,0.09142857142857143,0.0,0.94,0.09142857142857143,0.88,GDEG,0.94
0,instances/GBRL/100_ep0.125_0_gilbert_4.in,0.12626262626262627,0.1262116110600959,0.01,0.0013131313131313131,0.13,GDEG,0.97
1,instances/GBRL/100_ep0.125_0_gilbert_4.in,0.11878787878787879,0.12085561497326203,0.14,0.01606060606060606,0.75,GDEG,0.97
2,instances/GBRL/100_ep0.125_0_gilbert_4.in,0.08666666666666667,0.09835194045720361,0.79,0.06797979797979797,0.93,GDEG,0.97
3,instances/GBRL/100_ep0.125_0_gilbert_4.in,0.056363636363636366,0.0,0.97,0.056363636363636366,0.89,LDEG,0.97
0,instances/GBRL/1000_r0.058_0_geom_6.gin,0.010074074074074074,0.010073136199262325,0.001,1.1011011011011012e-05,0.011,LDEG,0.978
1,instances/GBRL/1000_r0.058_0_geom_6.gin,0.01003003003003003,0.010070799544483753,0.011,8.008008008008008e-05,0.029,LDEG,0.978
2,instances/GBRL/1000_r0.058_0_geom_6.gin,0.009935935935935936,0.010057529149376413,0.029,0.0001901901901901902,0.063,LDEG,0.978
3,instances/GBRL/1000_r0.058_0_geom_6.gin,0.009737737737737737,0.01000679480336868,0.063,0.0003913913913913914,0.104,LDEG,0.978
4,instances/GBRL/1000_r0.058_0_geom_6.gin,0.009483483483483483,0.009971855263335085,0.104,0.0005885885885885886,0.154,LDEG,0.978
5,instances/GBRL/1000_r0.058_0_geom_6.gin,0.009185185185185185,0.009957576624243292,0.155,0.0008208208208208208,0.213,LDEG,0.978
6,instances/GBRL/1000_r0.058_0_geom_6.gin,0.00884084084084084,0.00987380191488022,0.215,0.0011491491491491491,0.289,LDEG,0.978
7,instances/GBRL/1000_r0.058_0_geom_6.gin,0.008362362362362362,0.009852484816719439,0.294,0.0014754754754754756,0.364,GDEG,0.978
8,instances/GBRL/1000_r0.058_0_geom_6.gin,0.007957957957957958,0.009694582041848922,0.37,0.001927927927927928,0.446,GDEG,0.978
9,instances/GBRL/1000_r0.058_0_geom_6.gin,0.007449449449449449,0.009534674339143612,0.454,0.002329329329329329,0.524,LDEG,0.978
10,instances/GBRL/1000_r0.058_0_geom_6.gin,0.006952952952952953,0.009246719486370902,0.531,0.0027087087087087087,0.604,LDEG,0.978
11,instances/GBRL/1000_r0.058_0_geom_6.gin,0.006416416416416416,0.008783916191323599,0.611,0.003096096096096096,0.663,LDEG,0.978
12,instances/GBRL/1000_r0.058_0_geom_6.gin,0.006004004004004004,0.008574612348197253,0.67,0.0032772772772772774,0.729,GDEG,0.978
13,instances/GBRL/1000_r0.058_0_geom_6.gin,0.0056256256256256255,0.008261273321514285,0.738,0.0035685685685685684,0.796,GDEG,0.978
14,instances/GBRL/1000_r0.058_0_geom_6.gin,0.005227227227227228,0.007902930554864256,0.805,0.003796796796796797,0.852,LDEG,0.978
15,instances/GBRL/1000_r0.058_0_geom_6.gin,0.004904904904904905,0.007666202788154008,0.862,0.003961961961961962,0.897,GDEG,0.978
16,instances/GBRL/1000_r0.058_0_geom_6.gin,0.004648648648648649,0.00734945471787577,0.908,0.00409009009009009,0.93,GDEG,0.978
17,instances/GBRL/1000_r0.058_0_geom_6.gin,0.0044404404404404406,0.007332332332332332,0.943,0.004147147147147147,0.944,GDEG,0.978
18,instances/GBRL/1000_r0.058_0_geom_6.gin,0.0043223223223223224,0.0069199634417025715,0.959,0.004163163163163163,0.953,LDEG,0.978
19,instances/GBRL/1000_r0.058_0_geom_6.gin,0.004262262262262262,0.005922589255922589,0.969,0.004191191191191191,0.96,GDEG,0.978
20,instances/GBRL/1000_r0.058_0_geom_6.gin,0.004214214214214214,0.003003003003003003,0.977,0.004205205205205205,0.962,GDEG,0.978
21,instances/GBRL/1000_r0.058_0_geom_6.gin,0.0041981981981981985,0.0,0.978,0.0041981981981981985,0.96,GDEG,0.978
0,instances/GBRL/100_ep0.125_0_gilbert_7.in,0.1206060606060606,0.12080399959187839,0.01,0.00101010101010101,0.1,GDEG,0.97
1,instances/GBRL/100_ep0.125_0_gilbert_7.in,0.11434343434343434,0.11581726354453628,0.11,0.012424242424242424,0.74,GDEG,0.97
2,instances/GBRL/100_ep0.125_0_gilbert_7.in,0.08808080808080808,0.09871441689623509,0.76,0.06636363636363636,0.95,GDEG,0.97
3,instances/GBRL/100_ep0.125_0_gilbert_7.in,0.05393939393939394,0.0,0.97,0.05393939393939394,0.92,GDEG,0.97
0,instances/GBRL/50_ep0.25_0_gilbert_1.in,0.25142857142857145,0.2523948354852145,0.02,0.004081632653061225,0.2,GDEG,0.94
1,instances/GBRL/50_ep0.25_0_gilbert_1.in,0.22857142857142856,0.23630504833512353,0.22,0.04897959183673469,0.88,LDEG,0.94
2,instances/GBRL/50_ep0.25_0_gilbert_1.in,0.14122448979591837,0.22448979591836735,0.88,0.12326530612244897,0.94,GDEG,0.94
3,instances/GBRL/50_ep0.25_0_gilbert_1.in,0.10693877551020409,0.0,0.94,0.10693877551020409,0.9,LDEG,0.94
0,instances/GBRL/100_ep0.1_0_gilbert_5.in,0.09757575757575758,0.09733700642791553,0.01,0.0012121212121212121,0.12,GDEG,0.97
1,instances/GBRL/100_ep0.1_0_gilbert_5.in,0.09111111111111111,0.09455015268968757,0.13,0.009797979797979799,0.69,GDEG,0.97
2,instances/GBRL/100_ep0.1_0_gilbert_5.in,0.07111111111111111,0.08363636363636363,0.73,0.0502020202020202,0.92,GDEG,0.97
3,instances/GBRL/100_ep0.1_0_gilbert_5.in,0.04,0.0,0.97,0.04,0.89,LDEG,0.97
0,instances/GBRL/100_ep0.1_0_gilbert_8.in,0.10242424242424242,0.10254055708601163,0.01,0.0009090909090909091,0.09,GDEG,0.97
1,instances/GBRL/100_ep0.1_0_gilbert_8.in,0.09676767676767677,0.09805924412665987,0.1,0.009494949494949495,0.6,GDEG,0.97
2,instances/GBRL/100_ep0.1_0_gilbert_8.in,0.07676767676767676,0.0872615039281706,0.62,0.045353535353535354,0.95,GDEG,0.97
3,instances/GBRL/100_ep0.1_0_gilbert_8.in,0.037171717171717175,0.0,0.97,0.037171717171717175,0.94,LDEG,0.97
0,instances/GBRL/500_r0.071_0_geom_7.gin,0.014773547094188377,0.014767008967835471,0.002,3.6072144288577156e-05,0.018,LDEG,0.948
1,instances/GBRL/500_r0.071_0_geom_7.gin,0.014605210420841683,0.014657887202977383,0.018,0.0002404809619238477,0.032,LDEG,0.948
2,instances/GBRL/500_r0.071_0_geom_7.gin,0.014396793587174349,0.014636341289647904,0.034,0.00031663326653306616,0.064,LDEG,0.948
3,instances/GBRL/500_r0.071_0_geom_7.gin,0.01411623246492986,0.01458640823764159,0.068,0.0006092184368737475,0.094,LDEG,0.948
4,instances/GBRL/500_r0.071_0_geom_7.gin,0.013707414829659318,0.014422581180257608,0.098,0.0008136272545090181,0.142,GDEG,0.948
5,instances/GBRL/500_r0.071_0_geom_7.gin,0.013202404809619239,0.014128018507323436,0.148,0.0013066132264529058,0.184,GDEG,0.948
6,instances/GBRL/500_r0.071_0_geom_7.gin,0.012697394789579158,0.014002943229818033,0.19,0.0015230460921843688,0.21,GDEG,0.948
7,instances/GBRL/500_r0.071_0_geom_7.gin,0.01232064128256513,0.013897925721573017,0.216,0.0016192384769539078,0.238,GDEG,0.948
8,instances/GBRL/500_r0.071_0_geom_7.gin,0.011991983967935872,0.013860152737908249,0.244,0.0017354709418837676,0.27,GDEG,0.948
9,instances/GBRL/500_r0.071_0_geom_7.gin,0.01163927855711423,0.01381171433776644,0.278,0.0019158316633266534,0.314,GDEG,0.948
10,instances/GBRL/500_r0.071_0_geom_7.gin,0.011206412825651303,0.013782917516991169,0.326,0.002192384769539078,0.364,GDEG,0.948
11,instances/GBRL/500_r0.071_0_geom_7.gin,0.010685370741482967,0.013600534402137609,0.378,0.002525050100200401,0.41,GDEG,0.948
12,instances/GBRL/500_r0.071_0_geom_7.gin,0.01025250501002004,0.013372198943341228,0.426,0.0028977955911823647,0.454,LDEG,0.948
13,instances/GBRL/500_r0.071_0_geom_7.gin,0.009699398797595191,0.013325455692261018,0.472,0.0030100200400801605,0.486,LDEG,0.948
14,instances/GBRL/500_r0.071_0_geom_7.gin,0.009362725450901804,0.013400190939819553,0.506,0.0031182364729458916,0.532,LDEG,0.948
15,instances/GBRL/500_r0.071_0_geom_7.gin,0.008961923847695391,0.013524633808680162,0.556,0.0033627254509018037,0.586,GDEG,0.948
16,instances/GBRL/500_r0.071_0_geom_7.gin,0.008440881763527055,0.013110967698108081,0.614,0.0037995991983967936,0.632,LDEG,0.948
17,instances/GBRL/500_r0.071_0_geom_7.gin,0.007983967935871743,0.012617339943043983,0.662,0.0041482965931863725,0.694,GDEG,0.948
18,instances/GBRL/500_r0.071_0_geom_7.gin,0.007374749498997996,0.012024048096192385,0.73,0.004561122244488978,0.746,LDEG,0.948
19,instances/GBRL/500_r0.071_0_geom_7.gin,0.006869739478957916,0.012204183648195267,0.784,0.004697394789579159,0.792,GDEG,0.948
20,instances/GBRL/500_r0.071_0_geom_7.gin,0.006452905811623246,0.012149298597194389,0.832,0.004897795591182365,0.828,GDEG,0.948
21,instances/GBRL/500_r0.071_0_geom_7.gin,0.006012024048096192,0.011623246492985972,0.878,0.005082164328657315,0.85,GDEG,0.948
22,instances/GBRL/500_r0.071_0_geom_7.gin,0.005739478957915832,0.011727158019743191,0.902,0.005106212424849699,0.866,GDEG,0.948
23,instances/GBRL/500_r0.071_0_geom_7.gin,0.005507014028056112,0.009644288577154308,0.922,0.005198396793587174,0.876,LDEG,0.948
24,instances/GBRL/500_r0.071_0_geom_7.gin,0.005362725450901803,0.008016032064128256,0.934,0.005218436873747495,0.886,LDEG,0.948
25,instances/GBRL/500_r0.071_0_geom_7.gin,0.005266533066132265,0.006680026720106881,0.944,0.005226452905811623,0.888,GDEG,0.948
26,instances/GBRL/500_r0.071_0_geom_7.gin,0.005218436873747495,0.0,0.948,0.005218436873747495,0.886,LDEG,0.948
0,instances/GBRL/1000_ep0.01_0_gilbert_2.in,0.010014014014014014,0.010011012013014015,0.001,1.3013013013013012e-05,0.013,GDEG,0.995
1,instances/GBRL/1000_ep0.01_0_gilbert_2.in,0.009945945945945946,0.00995614904244346,0.014,0.00013913913913913913,0.127,LDEG,0.995
2,instances/GBRL/1000_ep0.01_0_gilbert_2.in,0.009641641641641642,0.009802145533004002,0.136,0.0011921921921921922,0.693,GDEG,0.995
3,instances/GBRL/1000_ep0.01_0_gilbert_2.in,0.007447447447447447,0.008611917702826793,0.755,0.005363363363363363,0.932,LDEG,0.995
4,instances/GBRL/1000_ep0.01_0_gilbert_2.in,0.004486486486486486,0.003003003003003003,0.995,0.004483483483483483,0.91,GDEG,0.995
0,instances/GBRL/500_r0.093_0_geom_6.gin,0.025362725450901805,0.025373392074730626,0.002,4.008016032064128e-05,0.02,GDEG,0.968
1,instances/GBRL/500_r0.093_0_geom_6.gin,0.025090180360721442,0.02530060120240481,0.022,0.0003967935871743487,0.066,LDEG,0.968
2,instances/GBRL/500_r0.093_0_geom_6.gin,0.024625250501002005,0.025267739780636542,0.066,0.00112625250501002,0.156,LDEG,0.968
3,instances/GBRL/500_r0.093_0_geom_6.gin,0.02349498997995992,0.025256254135064386,0.158,0.002380761523046092,0.202,GDEG,0.968
4,instances/GBRL/500_r0.093_0_geom_6.gin,0.022460921843687375,0.025137008711300153,0.208,0.002753507014028056,0.258,LDEG,0.968
5,instances/GBRL/500_r0.093_0_geom_6.gin,0.021571142284569137,0.025135670790617046,0.264,0.0033226452905811624,0.316,GDEG,0.968
6,instances/GBRL/500_r0.093_0_geom_6.gin,0.020649298597194388,0.024856942801265183,0.324,0.004144288577154309,0.38,LDEG,0.968
7,instances/GBRL/500_r0.093_0_geom_6.gin,0.01967134268537074,0.024969939879759522,0.386,0.00468937875751503,0.456,LDEG,0.968
8,instances/GBRL/500_r0.093_0_geom_6.gin,0.018645290581162325,0.024954122804996967,0.462,0.005619238476953908,0.546,LDEG,0.968
9,instances/GBRL/500_r0.093_0_geom_6.gin,0.017274549098196392,0.024728526821084028,0.552,0.00664128256513026,0.648,GDEG,0.968
10,instances/GBRL/500_r0.093_0_geom_6.gin,0.015727454909819638,0.024505801726910612,0.656,0.0077875751503006015,0.778,LDEG,0.968
11,instances/GBRL/500_r0.093_0_geom_6.gin,0.013939879759519038,0.02487449125054232,0.784,0.009114228456913828,0.838,GDEG,0.968
12,instances/GBRL/500_r0.093_0_geom_6.gin,0.012833667334669339,0.02467434869739479,0.848,0.009675350701402805,0.888,GDEG,0.968
13,instances/GBRL/500_r0.093_0_geom_6.gin,0.011919839679358717,0.023647294589178358,0.904,0.010264529058116232,0.924,LDEG,0.968
14,instances/GBRL/500_r0.093_0_geom_6.gin,0.011294589178356714,0.025175350701402806,0.94,0.010488977955911824,0.95,GDEG,0.968
15,instances/GBRL/500_r0.093_0_geom_6.gin,0.010829659318637275,0.018036072144288578,0.968,0.010793587174348697,0.948,LDEG,0.968
0,instances/GBRL/500_r0.093_0_geom_10.gin,0.024120240480961924,0.024116369010566224,0.002,5.2104208416833665e-05,0.026,GDEG,0.972
1,instances/GBRL/500_r0.093_0_geom_10.gin,0.023847695390781562,0.023998512488895316,0.028,0.0005691382765531062,0.088,GDEG,0.972
2,instances/GBRL/500_r0.093_0_geom_10.gin,0.023230460921843686,0.023734002220777095,0.09,0.0017274549098196393,0.16,GDEG,0.972
3,instances/GBRL/500_r0.093_0_geom_10.gin,0.021947895791583166,0.02355191151533837,0.162,0.0023527054108216433,0.262,GDEG,0.972
4,instances/GBRL/500_r0.093_0_geom_10.gin,0.02068937875751503,0.023222268713250678,0.264,0.003783567134268537,0.35,LDEG,0.972
5,instances/GBRL/500_r0.093_0_geom_10.gin,0.01931062124248497,0.02312750501002004,0.35,0.0045090180360721445,0.46,LDEG,0.972
6,instances/GBRL/500_r0.093_0_geom_10.gin,0.017915831663326654,0.023562276067286086,0.46,0.005474949899799599,0.564,LDEG,0.972
7,instances/GBRL/500_r0.093_0_geom_10.gin,0.016721442885771542,0.02337376174149246,0.564,0.006857715430861723,0.698,GDEG,0.972
8,instances/GBRL/500_r0.093_0_geom_10.gin,0.014813627254509017,0.022171102768918115,0.7,0.008517034068136272,0.798,GDEG,0.972
9,instances/GBRL/500_r0.093_0_geom_10.gin,0.012937875751503005,0.020301472510237867,0.798,0.009202404809619239,0.878,LDEG,0.972
10,instances/GBRL/500_r0.093_0_geom_10.gin,0.011751503006012024,0.016432865731462923,0.88,0.01010821643286573,0.936,GDEG,0.972
11,instances/GBRL/500_r0.093_0_geom_10.gin,0.010741482965931864,0.014729458917835671,0.938,0.010152304609218437,0.954,GDEG,0.972
12,instances/GBRL/500_r0.093_0_geom_10.gin,0.010420841683366733,0.014829659318637275,0.956,0.010124248496993988,0.962,GDEG,0.972
13,instances/GBRL/500_r0.093_0_geom_10.gin,0.01029258517034068,0.01282565130260521,0.964,0.01016432865731463,0.97,LDEG,0.972
14,instances/GBRL/500_r0.093_0_geom_10.gin,0.01016432865731463,0.0,0.972,0.01016432865731463,0.968,GDEG,0.972
0,instances/GBRL/50_ep0.15_0_gilbert_3.in,0.14122448979591837,0.14035818408996253,0.02,0.003673469387755102,0.18,GDEG,0.92
1,instances/GBRL/50_ep0.15_0_gilbert_3.in,0.12408163265306123,0.1250654107796965,0.2,0.026530612244897958,0.74,GDEG,0.92
2,instances/GBRL/50_ep0.15_0_gilbert_3.in,0.07591836734693877,0.0909090909090909,0.74,0.05591836734693877,0.92,LDEG,0.92
3,instances/GBRL/50_ep0.15_0_gilbert_3.in,0.04653061224489796,0.04081632653061224,0.92,0.045714285714285714,0.86,LDEG,0.92
0,instances/GBRL/100_r0.195_0_geom_10.gin,0.10787878787878788,0.10733598612386491,0.01,0.0016161616161616162,0.16,LDEG,0.94
1,instances/GBRL/100_r0.195_0_geom_10.gin,0.10121212121212121,0.09881952050626751,0.16,0.01919191919191919,0.38,GDEG,0.94
2,instances/GBRL/100_r0.195_0_geom_10.gin,0.08646464646464647,0.08611539120013696,0.39,0.03565656565656566,0.75,GDEG,0.94
3,instances/GBRL/100_r0.195_0_geom_10.gin,0.06161616161616162,0.06198347107438017,0.75,0.047979797979797977,0.89,LDEG,0.94
4,instances/GBRL/100_r0.195_0_geom_10.gin,0.0498989898989899,0.04906204906204906,0.89,0.046464646464646465,0.9,LDEG,0.94
5,instances/GBRL/100_r0.195_0_geom_10.gin,0.04787878787878788,0.02356902356902357,0.92,0.04717171717171717,0.92,LDEG,0.94
6,instances/GBRL/100_r0.195_0_geom_10.gin,0.04666666666666667,0.0,0.94,0.04666666666666667,0.89,GDEG,0.94
0,instances/GBRL/1000_ep0.01_0_gilbert_6.in,0.009917917917917917,0.009915821727633539,0.001,1.2012012012012012e-05,0.012,LDEG,0.995
1,instances/GBRL/1000_ep0.01_0_gilbert_6.in,0.009865865865865867,0.009893378687704929,0.012,0.0001011011011011011,0.096,LDEG,0.995
2,instances/GBRL/1000_ep0.01_0_gilbert_6.in,0.00962962962962963,0.009732016450941423,0.105,0.0009389389389389389,0.599,LDEG,0.995
3,instances/GBRL/1000_ep0.01_0_gilbert_6.in,0.007883883883883884,0.00890862208913785,0.648,0.004774774774774775,0.942,GDEG,0.995
4,instances/GBRL/1000_ep0.01_0_gilbert_6.in,0.004114114114114114,0.0033366700033366703,0.993,0.004104104104104104,0.937,GDEG,0.995
5,instances/GBRL/1000_ep0.01_0_gilbert_6.in,0.004094094094094094,0.0,0.995,0.004094094094094094,0.934,GDEG,0.995
0,instances/GBRL/50_ep0.2_0_gilbert_4.in,0.2073469387755102,0.20658059142024157,0.02,0.004897959183673469,0.24,LDEG,0.94
1,instances/GBRL/50_ep0.2_0_gilbert_4.in,0.18612244897959185,0.20022062879205735,0.24,0.037959183673469385,0.84,GDEG,0.94
2,instances/GBRL/50_ep0.2_0_gilbert_4.in,0.1110204081632653,0.17006802721088438,0.9,0.10081632653061225,0.88,GDEG,0.94
3,instances/GBRL/50_ep0.2_0_gilbert_4.in,0.09061224489795919,0.0,0.94,0.09061224489795919,0.82,LDEG,0.94
0,instances/GBRL/1000_ep0.01_0_gilbert_5.in,0.009931931931931932,0.009934859784709635,0.001,7.007007007007007e-06,0.007,LDEG,0.995
1,instances/GBRL/1000_ep0.01_0_gilbert_5.in,0.009893893893893894,0.009917175239755886,0.007,5.605605605605606e-05,0.055,GDEG,0.995
2,instances/GBRL/1000_ep0.01_0_gilbert_5.in,0.009737737737737737,0.009804676471343138,0.062,0.0005605605605605605,0.433,GDEG,0.995
3,instances/GBRL/1000_ep0.01_0_gilbert_5.in,0.00867067067067067,0.009219256431152343,0.459,0.0037107107107107106,0.954,GDEG,0.995
4,instances/GBRL/1000_ep0.01_0_gilbert_5.in,0.004432432432432433,0.005205205205205205,0.986,0.0043803803803803805,0.962,GDEG,0.995
5,instances/GBRL/1000_ep0.01_0_gilbert_5.in,0.004328328328328328,0.0,0.995,0.004328328328328328,0.952,GDEG,0.995
0,instances/GBRL/500_r0.071_0_geom_10.gin,0.014925851703406814,0.0149276508929683,0.002,2.8056112224448898e-05,0.014,GDEG,0.944
1,instances/GBRL/500_r0.071_0_geom_10.gin,0.014725450901803607,0.0148606785873172,0.016,0.00013226452905811624,0.028,LDEG,0.944
2,instances/GBRL/500_r0.071_0_geom_10.gin,0.014589178356713427,0.014955530896503751,0.028,0.00011222444889779559,0.028,GDEG,0.944
3,instances/GBRL/500_r0.071_0_geom_10.gin,0.014428857715430862,0.014852990804894613,0.032,0.00014028056112224449,0.038,LDEG,0.944
4,instances/GBRL/500_r0.071_0_geom_10.gin,0.01430060120240481,0.01484060558090972,0.04,0.0001723446893787575,0.048,LDEG,0.944
5,instances/GBRL/500_r0.071_0_geom_10.gin,0.014172344689378757,0.014882643752323411,0.052,0.0002124248496993988,0.066,LDEG,0.944
6,instances/GBRL/500_r0.071_0_geom_10.gin,0.013995991983967936,0.014940164793481932,0.074,0.0003406813627254509,0.082,LDEG,0.944
7,instances/GBRL/500_r0.071_0_geom_10.gin,0.01383567134268537,0.014958488405382194,0.09,0.00043286573146292587,0.102,GDEG,0.944
8,instances/GBRL/500_r0.071_0_geom_10.gin,0.013515030060120241,0.014887573311761137,0.112,0.0005330661322645291,0.136,GDEG,0.944
9,instances/GBRL/500_r0.071_0_geom_10.gin,0.013154308617234468,0.01475372807966052,0.148,0.0008496993987975952,0.188,GDEG,0.944
10,instances/GBRL/500_r0.071_0_geom_10.gin,0.012521042084168337,0.014388674521279062,0.202,0.0013266533066132265,0.242,LDEG,0.944
11,instances/GBRL/500_r0.071_0_geom_10.gin,0.01176753507014028,0.013933684543602439,0.256,0.0017074148296593187,0.3,GDEG,0.944
12,instances/GBRL/500_r0.071_0_geom_10.gin,0.01103006012024048,0.013580678175923712,0.322,0.002148296593186373,0.362,LDEG,0.944
13,instances/GBRL/500_r0.071_0_geom_10.gin,0.010404809619238477,0.013459351134701836,0.382,0.00243687374749499,0.418,LDEG,0.944
14,instances/GBRL/500_r0.071_0_geom_10.gin,0.009867735470941883,0.013453321737815254,0.442,0.0027374749498997996,0.482,GDEG,0.944
15,instances/GBRL/500_r0.071_0_geom_10.gin,0.009298597194388778,0.013296157532456217,0.51,0.0031823647294589178,0.56,GDEG,0.944
16,instances/GBRL/500_r0.071_0_geom_10.gin,0.008601202404809619,0.01274127201771965,0.588,0.0037595190380761523,0.634,GDEG,0.944
17,instances/GBRL/500_r0.071_0_geom_10.gin,0.007823647294589179,0.01218436873747495,0.666,0.004168336673346693,0.684,GDEG,0.944
18,instances/GBRL/500_r0.071_0_geom_10.gin,0.007174348697394789,0.011862434546512379,0.716,0.00423246492985972,0.72,GDEG,0.944
19,instances/GBRL/500_r0.071_0_geom_10.gin,0.006805611222444889,0.011677200554956066,0.754,0.004376753507014028,0.746,LDEG,0.944
20,instances/GBRL/500_r0.071_0_geom_10.gin,0.006533066132264529,0.01186093116465489,0.788,0.004492985971943888,0.772,GDEG,0.944
21,instances/GBRL/500_r0.071_0_geom_10.gin,0.006244488977955912,0.011386409182000365,0.826,0.004741482965931864,0.812,GDEG,0.944
22,instances/GBRL/500_r0.071_0_geom_10.gin,0.005827655310621242,0.010198174126029837,0.866,0.004909819639278557,0.83,LDEG,0.944
23,instances/GBRL/500_r0.071_0_geom_10.gin,0.005619238476953908,0.009619238476953907,0.884,0.004945891783567134,0.854,LDEG,0.944
24,instances/GBRL/500_r0.071_0_geom_10.gin,0.005418837675350702,0.010210897986449087,0.91,0.00498997995991984,0.866,LDEG,0.944
25,instances/GBRL/500_r0.071_0_geom_10.gin,0.005258517034068136,0.00985303941215765,0.926,0.005022044088176352,0.874,LDEG,0.944
26,instances/GBRL/500_r0.071_0_geom_10.gin,0.00514629258517034,0.009018036072144289,0.94,0.005074148296593186,0.876,LDEG,0.944
27,instances/GBRL/500_r0.071_0_geom_10.gin,0.005074148296593186,0.004008016032064128,0.942,0.00505811623246493,0.876,LDEG,0.944
28,instances/GBRL/500_r0.071_0_geom_10.gin,0.005050100200400802,0.0,0.944,0.005050100200400802,0.872,LDEG,0.944
0,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007411411411411412,0.0074108142176210244,0.001,8.008008008008007e-06,0.008,GDEG,0.942
1,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007361361361361361,0.007375051819496264,0.009,6.006006006006006e-05,0.018,GDEG,0.942
2,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007285285285285286,0.0073536253311534214,0.019,8.608608608608608e-05,0.026,GDEG,0.942
3,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007211211211211211,0.007345839131184848,0.028,9.309309309309309e-05,0.029,LDEG,0.942
4,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007191191191191191,0.007350000103623293,0.03,9.109109109109109e-05,0.029,LDEG,0.942
5,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007173173173173173,0.0073521080790031985,0.032,9.309309309309309e-05,0.031,GDEG,0.942
6,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007133133133133133,0.00733439813899584,0.037,0.00011411411411411411,0.038,GDEG,0.942
7,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007073073073073073,0.0073206117509914985,0.045,0.00013313313313313314,0.046,GDEG,0.942
8,instances/GBRL/1000_r0.05_0_geom_9.gin,0.007019019019019019,0.007312216267440148,0.054,0.00016016016016016016,0.061,LDEG,0.942
9,instances/GBRL/1000_r0.05_0_geom_9.gin,0.006958958958958959,0.007340312112546386,0.069,0.0001911911911911912,0.073,LDEG,0.942
10,instances/GBRL/1000_r0.05_0_geom_9.gin,0.006896896896896897,0.007346180063451791,0.081,0.0002192192192192192,0.092,LDEG,0.942
11,instances/GBRL/1000_r0.05_0_geom_9.gin,0.0068108108108108105,0.007347437527617707,0.101,0.0002862862862862863,0.116,LDEG,0.942
12,instances/GBRL/1000_r0.05_0_geom_9.gin,0.006684684684684685,0.007334860993397579,0.127,0.0003693693693693694,0.136,GDEG,0.942
13,instances/GBRL/1000_r0.05_0_geom_9.gin,0.00657057057057057,0.0073246899594204985,0.152,0.00045445445445445445,0.158,GDEG,0.942
14,instances/GBRL/1000_r0.05_0_geom_9.gin,0.006434434434434435,0.0073225264819826,0.177,0.0005105105105105105,0.189,LDEG,0.942
15,instances/GBRL/1000_r0.05_0_geom_9.gin,0.006296296296296296,0.007323452484742808,0.21,0.0006206206206206207,0.208,LDEG,0.942
16,instances/GBRL/1000_r0.05_0_geom_9.gin,0.006166166166166167,0.0073154163459608346,0.231,0.0006576576576576577,0.231,LDEG,0.942
17,instances/GBRL/1000_r0.05_0_geom_9.gin,0.006054054054054054,0.007342047122568384,0.254,0.0007017017017017017,0.257,GDEG,0.942
18,instances/GBRL/1000_r0.05_0_geom_9.gin,0.005931931931931932,0.007340674007340673,0.283,0.0008008008008008008,0.289,GDEG,0.942
19,instances/GBRL/1000_r0.05_0_geom_9.gin,0.0057457457457457456,0.007237312500470395,0.316,0.000932932932932933,0.336,GDEG,0.942
20,instances/GBRL/1000_r0.05_0_geom_9.gin,0.005539539539539539,0.00710303799734694,0.365,0.0011711711711711711,0.392,LDEG,0.942
21,instances/GBRL/1000_r0.05_0_geom_9.gin,0.005223223223223223,0.006969334926324173,0.421,0.0013343343343343343,0.451,GDEG,0.942
22,instances/GBRL/1000_r0.05_0_geom_9.gin,0.004942942942942943,0.006805598354894129,0.481,0.0015605605605605605,0.501,LDEG,0.942
